ResponseId,MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,AIDevHaveWorkedWith,SOAI,AISelect,AISent,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,WorkExp,Industry,SurveyLength,SurveyEase,ConvertedCompYearly,SurveyYear
4786,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,8,"Developer, full-stack",20 to 99 employees,United States of America,GitHub Copilot,Finding answers or helping you find answers to a question you are not sure how to ask,Yes,Favorable,Somewhat distrust,Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring,Writing code,Project planning;Collaborating with teammates ,,,,,8,NA,Appropriate in length,Easy,100000,2023
4787,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18,15,Engineering manager,100 to 499 employees,United Kingdom of Great Britain and Northern Ireland,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,Other,Appropriate in length,Neither easy nor difficult,NA,2023
4788,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6,5,"Engineer, data",20 to 99 employees,Switzerland,NA,NA,"No, but I plan to soon",Indifferent,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,NA,NA,2023
4789,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,8,"Developer, full-stack",100 to 499 employees,Germany,NA,NA,"No, but I plan to soon",Favorable,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,8,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,74963,2023
4790,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",2,Less than 1 year,"Developer, full-stack",500 to 999 employees,Colombia,GitHub Copilot,"Yeah, the titles idea sounds good 'cause some title currently doesn't match that much with the actual content of the question o answers, maybe a dinamy titlte?? Or just suggestions could be great...",Yes,Very favorable,Somewhat distrust,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Learning about a codebase;Writing code;Debugging and getting help;Testing code,,Learning about a codebase;Debugging and getting help;Testing code,,,,0,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,7598,2023
4791,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,3,"Developer, back-end","5,000 to 9,999 employees",United States of America,Whispr AI,"Better search, better related questions.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Financial Services,Appropriate in length,Easy,180000,2023
4792,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,10,10,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,150000,2023
4793,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,NA,NA,"No, but I plan to soon",Very favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,6,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,100000,2023
4794,I am a developer by profession,45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28,23,Developer Experience,2 to 9 employees,Germany,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,28,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,74963,2023
4795,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,5,"Developer, full-stack","10,000 or more employees",India,NA,"Removing comments that are not usefull, identifing spam, better suggestions for questions and answers","No, but I plan to soon",Very favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,5,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,NA,2023
4796,I am a developer by profession,35-44 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14,11,"Developer, back-end",10 to 19 employees,Turkey,GitHub Copilot,NA,Yes,Favorable,Somewhat trust,Learning about a codebase;Writing code;Committing and reviewing code,Learning about a codebase;Writing code;Committing and reviewing code,,Learning about a codebase;Writing code,,,,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
4797,None of these,35-44 years old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023
4798,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",11,8,"Developer, mobile","10,000 or more employees",Colombia,NA,NA,"No, but I plan to soon",Indifferent,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,8,"Information Services, IT, Software Development, or other Technology",Too long,Easy,57562,2023
4799,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,10,10,Data or business analyst,"1,000 to 4,999 employees",United States of America,NA,Unsure.  The confidnece with which AI is incorrect is concerning.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Other,Appropriate in length,Easy,132500,2023
4800,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Engineer, site reliability",20 to 99 employees,India,NA,NA,"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,6,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,48468,2023
4801,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,4,"Developer, full-stack",10 to 19 employees,United States of America,NA,"Yes, do it","No, but I plan to soon",Very favorable,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Easy,71500,2023
4802,I am a developer by profession,18-24 years old,"Employed, part-time;Student, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,NA,"Developer, desktop or enterprise applications",NA,Czech Republic,GitHub Copilot,NA,"No, but I plan to soon",Indifferent,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
4803,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,5,"Engineer, data",100 to 499 employees,United States of America,GitHub Copilot,NA,Yes,Favorable,Somewhat trust,,Writing code;Documenting code;Testing code,Learning about a codebase;Project planning;Committing and reviewing code;Collaborating with teammates ,,,,,NA,NA,Appropriate in length,Easy,150000,2023
4804,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",Remote,Some college/university study without earning a degree,5,2,"Developer, front-end",500 to 999 employees,Mexico,NA,Me parece una buana opción... quizas proporcinar mas información de documentación para conocer por que las repuestas.,"No, but I plan to soon",Favorable,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,2,Financial Services,Too long,Neither easy nor difficult,24045,2023
4805,I am a developer by profession,35-44 years old,"Employed, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26,11,Project manager,20 to 99 employees,Germany,NA,AI is not at a state yet where it can understand problems thoroughly. Dont use it for now.,"No, but I plan to soon",Favorable,Highly distrust,NA,NA,NA,NA,NA,NA,NA,11,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,69608,2023
4806,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,Less than 1 year,"Developer, mobile",20 to 99 employees,El Salvador,NA,"They are useful tools for speeding up code writing or fixing code issues, among other utilities.",Yes,Favorable,Neither trust nor distrust,Project planning;Debugging and getting help;Committing and reviewing code;Deployment and monitoring,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code,,,,,,1,"Information Services, IT, Software Development, or other Technology",Too long,Difficult,7000,2023
4807,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",9,9,Data scientist or machine learning specialist,"10,000 or more employees",Germany,NA,"First: Find duplicate questions and prevent them from being posted. Second: if code interpreter plugins would be available, check if the question contains a reproducible example and if not let the OP know that without an example his question in less likely to get answered, and maybe help the OP to create an example.",Yes,Very favorable,Somewhat trust,Project planning;Documenting code;Testing code;Committing and reviewing code,Learning about a codebase;Writing code;Debugging and getting help,Deployment and monitoring;Collaborating with teammates ,Learning about a codebase,,,,11,Insurance,Appropriate in length,Neither easy nor difficult,96381,2023
4808,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,20,3,Other (please specify):,10 to 19 employees,United Kingdom of Great Britain and Northern Ireland,NA,NA,"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,3,Other,Appropriate in length,Easy,49655,2023
4809,I am learning to code,18-24 years old,"Student, full-time",NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2,NA,NA,NA,France,NA,we could use AI to make suggestion but never force the user to apply them,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
4810,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,"Developer, full-stack",20 to 99 employees,United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Appropriate in length,Neither easy nor difficult,100000,2023
4811,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,8,"Developer, full-stack","10,000 or more employees",United States of America,NA,It could potentially help with moderators not currently differentiating between two questions and answers that are nuanced and not the same (i.e. not closed and marked as duplicates). It could also help determine if generally accepted answers are out of date with how newer versions of a language/framework work.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,8,Retail and Consumer Services,Appropriate in length,Easy,108000,2023
4812,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,Some college/university study without earning a degree,16,8,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,NA,NA,"No, but I plan to soon",Favorable,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,8,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,125000,2023
4813,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time",Remote,Something else,8,NA,"Developer, full-stack",NA,Latvia,NA,AI can definitely improve user experience although human supervision would be required to make it not destroy it,Yes,Favorable,Somewhat trust,Writing code;Testing code;Committing and reviewing code,Debugging and getting help,Learning about a codebase;Project planning;Documenting code;Deployment and monitoring;Collaborating with teammates ,,,,,NA,NA,Too long,Easy,NA,2023
4814,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,10,"Developer, back-end",10 to 19 employees,Bosnia and Herzegovina,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
